ORIGINAL_VALUE	LANGUAGE	URI	START	END
Ett barn ligger på mage med ett leksaksgevär. Ett annat barn tittar på. Kanal i bakgrunden. Bildtext: Barn leker krig, Kunming. Bilden finns publicerad i Jan Myrdal och Gun Kessle, Kinesisk resa, Norstedts,1965, s. 128.	sv	http://www.wikidata.org/entity/Q1398697	154	164
En man och en kvinna vid ett bord med penslar i en skål. På det vita skynket som hänger över bordet samt på banderollen bakom står 堂恕忠  tang shu zhong.	sv	http://www.wikidata.org/entity/Q467	14	20
"Bild ur mapp märkt ""Sculpture, Head of Buddha, Sung - Ming, 4""."	sv	http://www.wikidata.org/entity/Q7055	39	45
Nio pojkar ser in igenom ett skyltfönster där det finns leksaksbilar att titta på. Fyra andra pojkar samlas runt kameran och tittar in i linsen, Kunming, 1962. Liknande bild finns publicerad i an Myrdal och Gun Kessle, Kinesisk Resa, P. A. Norstedt & Söners Förlag, Stockholm, 1966, sid 129.	sv	http://www.wikidata.org/entity/Q152452	196	202
"1. Med eld i kollasten har Sveaångaren ""Aslög"" anlänt till Värtahamnen. - Vid släckningsarbetet biträdde flodsprutan Phoenix, som mötte ""Aslög"" redan vid Vaxholm. / 2. Stockholms Fältrittklubb har under stor anslutning avhållit årets Hubertusjakt. - från samlingen vid Järfälla kyrka - ute i terrängen - Halali i Spånga - Överste von Rosen delar ut kvistarna / 3. Gustaf Adolfsdagen den 6 november, har högtidlighållits med bl.a. militära hyllningar på Skansen. / 4. En häftig eldsvåda har ödelagt en stor snickerifabrik i Knivsta."	sv	http://www.wikidata.org/entity/Q725108	453	460
Gatubild med man vid ett gatukök.	sv	http://www.wikidata.org/entity/Q8441	13	16
"Bodhisattva, stående. Bild ur mapp märkt ""Sculpture 28, China, Bodhisattva standing, N. C H´I""."	sv	http://www.wikidata.org/entity/Q178149	0	11
Stadsport. Bilden som är tagen in i en port är väldigt mörk men man kan skymta en häst som drar en kärra och att folk passerar genom porten.	sv	http://www.wikidata.org/entity/Q8441	64	67
Bildtext i boken: Kinesisk resa: Meloner bärs upp för bygatan Kvinna bär meloner (eller pumpor) i två korgar på bärstång uppför en sluttande väg. Bilden finns publicerad på sidan 116 i boken: Kinesisk resa, Norstedts. Även publicerad på sidan 66 i boken: Kvinnoliv i kinesisk by, Norstedts, 1983. - Mellanformat - Svartvit	sv	http://www.wikidata.org/entity/Q506131	112	120
Stadsport med mur. Nedanför ligger vallgraven. På vägen bredvid passerar kärror dragna av åsnor.	sv	http://www.wikidata.org/entity/Q82117	0	9
Vad som verkar vara gårdsplanen framför ett tempel. En man sitter på en låg pall framför ett lågt dukat bord.	sv	http://www.wikidata.org/entity/Q33163	76	80
"Bild ur mapp märkt ""Sculpture, Animals, Sui - T´ang, 5"". Cleveland Museum of Art."	sv	http://www.wikidata.org/entity/Q657415	57	80
Pagod. Pl. 67 Kinas trädgårdar Vol. II	sv	http://www.wikidata.org/entity/Q199451	0	5
"Bild ur mapp märkt ""Sculpture Votive Stele Pei Wei -1-""."	sv	http://www.wikidata.org/entity/Q178743	37	42
Flicka i stövlar med paraply i Huanglin, 1962.	sv	http://www.wikidata.org/entity/Q3031	0	6
Xiéqùyuan, The Garden of Harmonious Interests. En liten trädgård i sommarpalatset.	sv	http://www.wikidata.org/entity/Q1107656	56	64
Enligt text under pl. 148-149 Kinas trädgårdar Vol. I: Nanhai. Yingxunting, Paviljong för Välkomnande av Vällukter. Härifrån öppnar sig utsikt över speglande grå vatten, in i drömmens tysta rymder.	sv	http://www.wikidata.org/entity/Q1023893	55	61
"1. Reportage om Sandrewstiftelsens stipendieutdelning i Stockholm 1966. / 2. Filmstjärnan Giulietta Masina vid premiären den 16 februari 1966 på biografen Astoria i Stockholm av filmen ""Julietta och andarna"" (Giulietta degli spiriti). Giulietta Masina hälsas välkommen av Sandrews VD Eric Wennerholm."	sv	http://www.wikidata.org/entity/Q106907	235	251
"Grottempel med sittande Buddha. Grotta 20 (cave XX). Bild ur mapp märkt ""Sculpture, Votive stele, Pei Wei, 2""."	sv	http://www.wikidata.org/entity/Q178743	91	96
Åtta barn i en port vid gatan tittar på fotografen, Kunming, 1962.	sv	http://www.wikidata.org/entity/Q182852	52	59
"Seated Maitreya Bodhisattva. Probably from Ku-yang t´ung. H. 36,5 cm. Deposited in the Museum of Asiatic Art, Amsterdam (RCh 166). Bild ur mapp märkt ""Sculpture 8, China, Lung Men, Cave S, T, V, X, Y, Detached Sculpture""."	sv	http://www.wikidata.org/entity/Q727	110	119
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: Suzhou, Liu Yuan. Den lilla insjön, indelad av uddar och holmar, bildar kompositionens centralmotiv. Stränderna är uppbyggda av rustika stenblock, ställvis framträdande mot en bakgrund av vita murar, ställvis bildande stöd för de gamla träden, där de luta sig ut över vattnet.	sv	http://www.wikidata.org/entity/Q7313	67	71
"1.Josephine, Belgiens kronprinspars dotter, tager här en avskedspromenad i vagn, innan hon återvänder till sitt fosterland. / 2.Polisens ryttarfest och hunduppvisning på polishusets gård blev en lyckad tillställning som samlade mycket folk. - Apelldressyren visade, att varje dressör hade hunden fullkomligt i sin hand. / 3.”Sverige"" den flygmaskin, med vilken kapten Ahrenberg tänker krossa Atlanten, har anlänt till Stockholm. - Fru Ahrenberg debarkerar. - De som skola göra'́t. - Kapten Ahrenberg. - Löjtnant Flodén. - Radiotelegrafisten Ljunglund. - ""Härlig maskin"", sade kapten Ahrenberg. / 4.Den nionde stadslöpningen vanns i år av Boråskamraterna på ny rekordtid. -Boråslagets slutman, Brundin, övertar stafettten på Narvavägen. / 5.Kapplöpningssäsongens premiär gynnades av ett strålande väder, som hade lockat en stor publik till Ulriksdal. Dagens populäraste seger vanns av överstelöjtnant C. Trägårdh, som hemförde Drottningens hederspris. - Bland åskådarna märktes prins Carl, general löjtnant R. Von Rosen m.fl. - Intresserade åskådare. Extramaterial: 1. 1:a Maj demonstration ""Vi kräva social och ekonomisk demokrati"" - Demonstrationståg från Norra Bantorget till Gärdet. / 2. Begravningsfölje från Engelska kyrkan på Djurgården till Skeppsholmen. / 3. Hästtravlöpningar på Bromma."	sv	http://www.wikidata.org/entity/Q10436033	1288	1294
Enligt text på fotokuvert: Beijing street views.	sv	http://www.wikidata.org/entity/Q956	27	34
Nio pojkar ser in igenom ett skyltfönster där det finns leksaksbilar att titta på. Fyra andra pojkar samlas runt kameran och tittar in i linsen, Kunming, 1962. Liknande bild finns publicerad i an Myrdal och Gun Kessle, Kinesisk Resa, P. A. Norstedt & Söners Förlag, Stockholm, 1966, sid 129.	sv	http://www.wikidata.org/entity/Q61509	228	232
Enligt text i Kinasträdgårdar Vol. I av Osvald Sirén: Bågformig sluten paviljong, uppförd på ett berg i en trädgård vid Nya sommarpalatset.	sv	http://www.wikidata.org/entity/Q1107656	107	115
Kvinna väver tyg med nio barn runt omkring, Mangshi i Yunnanprovinsen, 1962.	sv	http://www.wikidata.org/entity/Q467	0	6
Stor stenterrass dit det leder låga trappor upp.	sv	http://www.wikidata.org/entity/Q235544	31	35
"Bild ur mapp märkt ""Sculpture, Head of Bodhisattva, Pei Wei Ch´i-Pei Chou, 6. dyn, 1""."	sv	http://www.wikidata.org/entity/Q178149	39	50
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: Suzhou, Liu Yuan. Den lilla insjön, indelad av uddar och holmar, bildar kompositionens centralmotiv. Stränderna är uppbyggda av rustika stenblock, ställvis framträdande mot en bakgrund av vita murar, ställvis bildande stöd för de gamla träden, där de luta sig ut över vattnet.	sv	http://www.wikidata.org/entity/Q733791	41	53
Yangshao village boys who helped in the excavations. (Fiskesjö 2004)	sv	http://www.wikidata.org/entity/Q854631	0	8
Enligt text under Pl. 107 Kinas trädgårdar Vol. I: En s. k. kara san-sui eller torr landskapsträdgård, framställande vatten och klippor. Utsikt från meditationshallen i ett Zen-kloster i Kyoto.	sv	http://www.wikidata.org/entity/Q44613	177	184
Enligt text i Kinasträdgårdar Vol. I av Osvald Sirén: Månport i trädgården vid Baqi Huiguan, fordom Cho Chêng Yüan Zhuozhengyuan. De Dumma Ämbetsmännens trädgård i Suzhou.	sv	http://www.wikidata.org/entity/Q42622	164	170
Yunzheng. Gata med människor och en åsna som drar en kärra. I bakgrunden stadsporten.	sv	http://www.wikidata.org/entity/Q19707	36	40
Stadsport med affärer på gatan framför. Många människor passerar in och ut genom porten.	sv	http://www.wikidata.org/entity/Q82117	0	9
Enligt text under Pl. 184a Kinas trädgårdar Vol. I: Yuanmingyuan. Pengdao Yaotai, ”De Odödligas Öar och Gröna Terrasser”, mitt i Fuhai, ”Lycksalighetens Sjö”. Målad av Shen Yuan m. fl.	sv	http://www.wikidata.org/entity/Q7313	173	177
"Lars Leijonborg talar i hörsalen Beijing på Östasiatiska museet 2008 om projektet ""Project China 2008"", ett ettårigt skolprojekt med 12 elever från Kungliga tekniska högskolan (KTH) och Handelshögskolan. Projektet sponsrades av Ikea, Stora Enso, Ericsson och Sandvik."	sv	http://www.wikidata.org/entity/Q956	33	40
Port in till palats- eller tempelområde.	sv	http://www.wikidata.org/entity/Q16560	13	19
Två barn vid en trappa.	sv	http://www.wikidata.org/entity/Q12511	16	22
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: Suzhou, Zhouzhengyuan. Den långa sick-sack-bron, ledande över dammen, i vilken en ymnig bottenvegetation fått ersätta vattnet.	sv	http://www.wikidata.org/entity/Q42622	55	61
Hög byggnad, Chengde (Jehol)	sv	http://www.wikidata.org/entity/Q58675	22	27
Ett barn ligger på mage med ett leksaksgevär. Ett annat barn tittar på. Kanal i bakgrunden. Bildtext: Barn leker krig, Kunming. Bilden finns publicerad i Jan Myrdal och Gun Kessle, Kinesisk resa, Norstedts,1965, s. 128.	sv	http://www.wikidata.org/entity/Q7569	56	60
En leende pojke i slitna kläder.	sv	http://www.wikidata.org/entity/Q3010	10	15
Hög mur och vid sidan om en valvformad port. På fotokuvertet en svårtydd text men vad som ser ut som Chi-yun-kuan och i så fall blir Jiyunguan på pinyin som stämmer med en plats som ligger nära Badaling utanför Beijing. Texten finns inskannad som 007309(02).	sv	http://www.wikidata.org/entity/Q956	211	218
Kronprinsparet, Axel Lagrelius, Johan Gunnar Andersson, m.fl., kejsarpalatset, Peking, oktober 1926 (Kungens gåva, s. 64)	sv	http://www.wikidata.org/entity/Q954811	32	54
1. En vattensläde från England som importerats av ingenjör Ivar Kreuger. Den har vid försök uppnått en hastighet av 45 knop. / 2. Fotboll och bandy på samma dag - några snapshots från fotbollsmatchen på Hammarby den 18 oktober samt bandyträningen på Laduviken. / 3. Den nya rundradiostationen är nu fullt färdig. En bild av de båda 17 meter höga masterna på Brunkebergshotellets tak.	sv	http://www.wikidata.org/entity/Q703091	59	71
En man i kostym pekande på någon ting. Bredvid honom en kvinna men solens strålar genom grönskan gör att hon försvinner en del i bilden.	sv	http://www.wikidata.org/entity/Q8441	3	6
Johan Gunnar Andersson viewing the collections after their arrival at the former Östermalm prison in Stockholm. (Fiskesjö 2004, s. 94)	sv	http://www.wikidata.org/entity/Q1754	101	110
"Bild ur mapp märkt ""Sculpture, Votive stele, Pei Wei, 2""."	sv	http://www.wikidata.org/entity/Q178743	38	43
"Bodhisattva, stående. Bild ur mapp märkt ""Sculpture 29, China, Bodhisattva standing, N. CH´OU""."	sv	http://www.wikidata.org/entity/Q148	56	61
Enligt text under  Pl. 75 a Kinas trädgårdar Vol. I: Vitputsad mur med ornamentala fönster vid stranden av den blommande sjön. Bild från Nya sommarpalatset.	sv	http://www.wikidata.org/entity/Q4132	141	155
Murar och trappor i palats- eller tempelområde.	sv	http://www.wikidata.org/entity/Q16560	20	26
"Andersson´s paleontology informants, Swedish missionairies at Xin´an Henan Province. Andersson´s handwritten note on the back of this photo says: ""Maria Pettersson and Maria Hultcrantz with their little protectees during the famine of 1919. (Fiskesjö 2004)"	sv	http://www.wikidata.org/entity/Q43684	69	83
En kvinna vid ett vattendrag sysselsatt med vad som ser ut som tvätt.	sv	http://www.wikidata.org/entity/Q467	3	9
Jan Myrdal skålar med kinesisk man på stäppen i Inre Mongoliet, 1962.	sv	http://www.wikidata.org/entity/Q1398697	0	10
Kvinna bär litet barn på gata i Mangshi, Yunnan, 1962..	sv	http://www.wikidata.org/entity/Q467	0	6
Ingång till klipptempel vid Wu Ting Ho, Ordos.	sv	http://www.wikidata.org/entity/Q1670841	40	45
En man vid sin kärra. I bakgrunden en springriksha och en hund.	sv	http://www.wikidata.org/entity/Q8441	3	6
Bergssluttning där man ser Kinesiska muren. På fotokuvertet en svårtydd text men vad som ser ut som Chi-yun-kuan och i så fall blir Jiyunguan på pinyin och som stämmer med en plats som  ligger nära Badaling utanför Beijing. Texten finns inskannad som 007309(02).	sv	http://www.wikidata.org/entity/Q956	215	222
"Bodhisattva, stående. Bild ur mapp märkt ""Sculpture 30, China, Bodhisattva standing, T´ANG""."	sv	http://www.wikidata.org/entity/Q148	56	61
Chengwangfu. Del av trädgård med mur och stenformationer. En slingerväxt klättrar på stenformationerna. Muren har en port.	sv	http://www.wikidata.org/entity/Q1107656	20	28
Enligt text på fotokuvert: Ritan, The Altar of the Sun. Entréport med tre öppningar och mur. Framför muren är växter planterade. En pojke står bland grönskan och tittar mot kameran.	sv	http://www.wikidata.org/entity/Q3010	132	137
Kina före Kina	sv	http://www.wikidata.org/entity/Q148	0	4
Bildtext i boken: Kinesisk resa: Meloner bärs upp för bygatan Kvinna bär meloner (eller pumpor) i två korgar på bärstång uppför en sluttande väg. Bilden finns publicerad på sidan 116 i boken: Kinesisk resa, Norstedts. Även publicerad på sidan 66 i boken: Kvinnoliv i kinesisk by, Norstedts, 1983. - Mellanformat - Svartvit	sv	http://www.wikidata.org/entity/Q467	62	68
Unga pionjärer på besök i nya stadsparken, Hohhot, Inre Mongoliet, 1962. Bildtext: Unga pionjärer på besök i nya stadsparken, Huhehot. Bilden publicerad i Kinesisk Resa,P.A. Norstedt & Söners Förlag, Stockholm, 1966, sid 45.	sv	http://www.wikidata.org/entity/Q535534	126	133
Kameler och deras förare. Vid sidan om ser man stadsmuren.	sv	http://www.wikidata.org/entity/Q8441	43	46
Två barn i en mörk portingång i Luoyang, 1962.	sv	http://www.wikidata.org/entity/Q7569	4	8
Tso Tsun Tangs, aven. Stora vägen från Shensi-gränsen till Pingliang. Slutet av maj 1923.	sv	http://www.wikidata.org/entity/Q533985	59	68
Förbjudna staden.	sv	http://www.wikidata.org/entity/Q80290	0	16
Enligt text i Kinasträdgårdar Vol. I av Osvald Sirén: Månport i trädgården vid Baqi Huiguan, fordom Cho Chêng Yüan Zhuozhengyuan. De Dumma Ämbetsmännens trädgård i Suzhou.	sv	http://www.wikidata.org/entity/Q733791	40	52
Rostrumet ovanför porträttet av Mao på Himmelska fridens port under första majfirandet 1962. Deng Xiaoping, Zhou Enlai och Liu Shaoqi går att känna igen bland de som står och blickar ut över första majparaden.	sv	http://www.wikidata.org/entity/Q17410	108	118
Pojke säljer te vid vägkanten på vägen mellan Huanglin och Yanan, 1962. Bilden publicerad i Jan Myrdal och Gun Kessle, Kinesisk Resa, Norstedts, 1965, s. 84.	sv	http://www.wikidata.org/entity/Q1398697	92	102
Gatubild med en kvinna bärandes ett barn. I bakgrunden överfyllda grönsaksstånd.	sv	http://www.wikidata.org/entity/Q7569	36	40
Stående munk.	sv	http://www.wikidata.org/entity/Q733786	8	12
Stadsport med gatan framför.	sv	http://www.wikidata.org/entity/Q82117	0	9
Enligt text på fotokuvert Si-an. Stadsport med människor som passerar in och ut genom porten.	sv	http://www.wikidata.org/entity/Q82117	33	42
Rostrumet ovanför porträttet av Mao på Himmelska fridens port under första majfirandet 1962. Deng Xiaoping, Zhou Enlai och Liu Shaoqi går att känna igen bland de som står och blickar ut över första majparaden.	sv	http://www.wikidata.org/entity/Q16977	93	106
Första majparad med bland annat kvinnlig milis på Changanavenyn i Beijing, 1962. Porträtt av Engels och Marx.	sv	http://www.wikidata.org/entity/Q956	66	73
Stadsmuren med stadsport och vakttorn sedd utifrån.	sv	http://www.wikidata.org/entity/Q82117	15	24
Enligt text under Pl. 4 Kinas trädgårdar. Vol. I: En stenbro överspännande en kanal i Wang-familjens trädgård, även kallad  Chuyuan, i Suzhou.	sv	http://www.wikidata.org/entity/Q42622	135	141
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: De stora stenarna i Shizilin, som liknar sittande lejon. Fotografi av år 1918, då trädgården var under ombyggnad.	sv	http://www.wikidata.org/entity/Q733791	41	53
Uniformerade män in någon slags ceremoni vid Himmelens altare.	sv	http://www.wikidata.org/entity/Q101687	55	61
Expeditionen på marsch mot Gansuprovinsen i maj 1923. De hade först tagit järnvägen så långt den då gick till stationen Guanyintang i Henanprovinsens allra västligaste del. Där klev de av, lastade om, hyrde lokala kärror och tog sig sedan vidare västerut genom Shaanxiprovinsen till Gansu. Andersson beräknade sträckan till ca 140 mil. Den lokale guvernören hade insisterat på militäreskort av oro för rövare. (Romgard 2018:223, bild 42)	sv	http://www.wikidata.org/entity/Q42392	283	288
En pojke ståendes på en trädstubbe.	sv	http://www.wikidata.org/entity/Q3010	3	8
"Seated Maitreya Bodhisattva. Probably from Ku-yang t´ung. H. 36,5 cm. Deposited in the Museum of Asiatic Art, Amsterdam (RCh 166). Bild ur mapp märkt ""Sculpture 8, China, Lung Men, Cave S, T, V, X, Y, Detached Sculpture""."	sv	http://www.wikidata.org/entity/Q148	164	169
Kinesiska muren. Flygplan över Stora muren.	sv	http://www.wikidata.org/entity/Q12501	0	15
Enligt text under Pl. 106 Kinas trädgårdar Vol. I: Parti av trädgården i Daisen-in inom Daitokuji, Kyoto: Ett torrt flodlandskap med en båt i förgrunden.	sv	http://www.wikidata.org/entity/Q3012166	73	82
En liten paviljong och yppiga bananväxter på en gård, omsluten av genombrutna tegelmurar, vid Lang Ya Si, nära Chuzhou, Anhui.  Pl. 56 Kinas trädgårdar Vol. I	sv	http://www.wikidata.org/entity/Q114045	111	118
Stadsport med regnvåt affärsgata framför.	sv	http://www.wikidata.org/entity/Q82117	0	9
Undersökningar i Gansu och Qinghai (1923-1924)	sv	http://www.wikidata.org/entity/Q42392	17	22
Vakttorn vid kinesiska muren, nära Yulinfu.	sv	http://www.wikidata.org/entity/Q12501	13	28
Tre män och en ung kvinna sittandes på en bänk. Framför dem en pojke.	sv	http://www.wikidata.org/entity/Q467	19	25
Stenarbetare på Tiantan, Himmelens altare.	sv	http://www.wikidata.org/entity/Q101687	35	41
Två himmelska kungar. Från Feng Xian Si, buddhistiska grottemplen i Longmen, Henan–provinsen, Kina. Tang-dynastin (672-675).	sv	http://www.wikidata.org/entity/Q43684	77	82
"Bodhisattva, stående. Bild ur mapp märkt ""Sculpture 30, China, Bodhisattva standing, SUI""."	sv	http://www.wikidata.org/entity/Q148	56	61
Två himmelska kungar. Från Feng Xian Si, buddhistiska grottemplen i Longmen, Henan–provinsen, Kina. Tang-dynastin (672-675).	sv	http://www.wikidata.org/entity/Q148	94	98
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: En holme i Västra Sjön i Hangzhou, där den tidiga våren ännu icke lockat fram löv på träden.	sv	http://www.wikidata.org/entity/Q733791	41	53
Flicka och pojke står utanför en byggnad där det står Länge leve partiet på en snedklistrad remsa! Santaishan Singpho by, Singpho-Kachin, 1962.	sv	http://www.wikidata.org/entity/Q3031	0	6
Enligt text under  Pl. 179 Kinas trädgårdar Vol. I: Yuanmingyuan. Fanghu Shengjing. Detta stora byggnadskomplex, som reste sig på en hög marmorterrass strax norr om Fuhai, uppfördes 1740 och ansågs vara det ståtligaste i Yuanmingyuan. Teckning av F.M  Piper efter ett av de 40 kinesiska träsnitt, vilka framställde samma vyer som de av Tang Dai (T’ang Tai) och Shen Yuan utförda målningarna. En serie av dessa träsnitt fanns i C.F. Scheffers ägo i Stockholm.	sv	http://www.wikidata.org/entity/Q907894	52	64
Folkliv vid stadsporten i gamla staden i Luoyang 1962. Bilden visar många barn. En pojke centralt i bild blundar, en pojke med kort lugg tittar in i kameran.	sv	http://www.wikidata.org/entity/Q3010	117	122
Interiörbild med pelare och en trappa.	sv	http://www.wikidata.org/entity/Q12511	31	37
Kvinna bär ok med fyllda korgar uppför en sluttande väg i Liulin 1962. Bildext: Kvinna bär meloner (eg. pumpor) i två korgar på bärstång uppför en sluttande väg. Bilden finns publicerad i Jan Myrdal och Gun Kessle, Kinesisk resa, Norstedts, 1983, s.116. Även publicerad i Gun Kessle, Kvinnoliv i kinesisk by, Norstedts, 1983, s. 66.	sv	http://www.wikidata.org/entity/Q61509	224	228
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: Suzhou. Wangshiyuan. Te-paviljongen, utbyggd på stenpelare över vattnet.	sv	http://www.wikidata.org/entity/Q42622	55	61
"Bodhisattva, stående. Bild ur mapp märkt ""Sculpture 29, China, Bodhisattva standing, N. CH´OU""."	sv	http://www.wikidata.org/entity/Q178149	63	74
Ett barn ligger på mage med ett leksaksgevär. Ett annat barn tittar på. Kanal i bakgrunden. Bildtext: Barn leker krig, Kunming. Bilden finns publicerad i Jan Myrdal och Gun Kessle, Kinesisk resa, Norstedts,1965, s. 128.	sv	http://www.wikidata.org/entity/Q61509	190	194
En liten flicka i flätor vid ett vattendrag sysselsatt med vad som ser ut som att tvätta.	sv	http://www.wikidata.org/entity/Q3031	9	15
Stadsport där byggnaden ovanför är i mycket dåligt skick.	sv	http://www.wikidata.org/entity/Q82117	0	9
Fiskesjö, Magnus & Chen, Xingcan (2004) China before China: Johan Gunnar Andersson, Ding Wenjiang, and the discovery of China´s preshistory: a companion guide for the new exhibit at the museum of far eastern antiquities. Östasiatiska museet.	sv	http://www.wikidata.org/entity/Q148	53	58
Ett öppet tempel där man skymtar altaret. Templet har flera besökare.	sv	http://www.wikidata.org/entity/Q8441	21	24
Ett ungt par under ett solparaply på gata i Xian, 1962. Bildtext: Älskande par, Sian. Bilden publicerad i Jan Myrdal och Gun Kessle, Kinesisk Resa, P. A. Norstedt & Söners Förlag, Stockholm, 1966, sid 77.	sv	http://www.wikidata.org/entity/Q1754	180	189
"Bild ur mapp märkt ""Sculpture, Animals, Sui - T´ang, 5"". Coll. Octave Homberg, Paris."	sv	http://www.wikidata.org/entity/Q642554	70	77
Enligt text under Pl. 55 Kinas trädgårdar Vol. I: ”Den gamla dryckesbroderns paviljong” vid Langyasi, nära Chuzhou, Anhui. Den står på samma plats som Ouyang Xius (1007 - 1072) berömda paviljong med detta namn, men byggnaden har förnyats flera gånger, sannolikt senast på 1800-talet.	sv	http://www.wikidata.org/entity/Q40956	116	121
En man i skägg och med käpp tillsammans med ett barn.	sv	http://www.wikidata.org/entity/Q8441	3	6
Pojke säljer te vid vägkanten på vägen mellan Huanglin och Yanan, 1962. Bilden publicerad i Jan Myrdal och Gun Kessle, Kinesisk Resa, Norstedts, 1965, s. 84.	sv	http://www.wikidata.org/entity/Q6097	13	15
En stor stadsport. Människor kör fullastade kärror, bär ok och passerar genom porten.	sv	http://www.wikidata.org/entity/Q82117	8	17
Enligt text i Kinasträdgårdar Vol. I av Osvald Sirén: Bågformig sluten paviljong, uppförd på ett berg i en trädgård vid Nya sommarpalatset.	sv	http://www.wikidata.org/entity/Q733791	40	52
Enligt text i Kinas trädgårdar Vol. I av Osvald Sirén: Beihai. Wulongting, De Fem Drakarnas Paviljonger.	sv	http://www.wikidata.org/entity/Q733791	41	53
Tre flickor springer nerför en gata i Kunming; några pojkar hänger över muren och tittar ner på andra sidan, Kunming, 1962.	sv	http://www.wikidata.org/entity/Q182852	109	116
Enligt text på fotokuvert: Shawomen. Stadsport och gatan som går igenom den. En man rider på en åsna.	sv	http://www.wikidata.org/entity/Q19707	96	100
Ett gäng med 5-6 pojkar springer i en park, Kunming, 1962. Bilder på samma pojkar finns publicerade i Jan Myrdal och Gun Kessle, Kinesisk resa, Norstedts, Stockholm, 1966, sid 128.	sv	http://www.wikidata.org/entity/Q1754	155	164
Enligt text under Pl. 82 Kinas trädgårdar Vol. I: Fantasibild av Shi Chongs underbara trädgård på 500-talet, kallad Jingu, Guld-dalen. Målning av Qiu Ying (1500-talet) Chion-in, Kyoto.	sv	http://www.wikidata.org/entity/Q34600	178	183
Enligt text under Pl. 114 Kinas trädgårdar Vol. I: Suzhou, Cho Chêng Yüan Zhuozhengyuan. Ingångspartiet med den gamla vistarian, som anses härstamma från 1500-talet.	sv	http://www.wikidata.org/entity/Q42622	51	57
1. Amiral C.A. Wachtmeisters jordfästning har ägt rum under högtidliga former. /2. Uppståndelsekapellet på Enskede Skogskyrkogård står nu färdigt att invigas. / 3. Stockholms Centralstation närmar sig alltmer sin fullbordan. / 4. Julen står för dörren och på Skansen arbetar man för högtryck på förberedelserna till årets julmarknad, som går av stapeln den 13 december. / 5. Amiral Riben har utnämnts till stationsbefälhavare i Stockholm. / 6. Vår nyaste skridskobana har nyligen öppnats i Stadshusträdgården.	sv	http://www.wikidata.org/entity/Q725108	259	266
"1. I god tid Har man börjat med iordningställandet av det område, som 1930 skall tagas i bruk av den stora utställningen. / 2. Till fjälls Skolungdomen har begagnat påsklovet till att resa norröver, för att för sista gången i år åka skidor. - ""Sängkläderna"" göras i ordning. / 3. Påskbrådska Under påskhelgen resa stockholmarna till landet och landsorten till Stockholm, vavid trafiken på Centralen blir i någon mån forcerad. - Man hade bråttom överallt, så att man inte skulle komma för sent till tåget. / 4. Premiär Trots vinterkyla och hårt före hade Fredrikshofs I.F. avhållit sin sedvanliga terränglöpning, en invigning av den nya säsongen. - Klass I vanns av Nils Holmén, ett värdefullt nyförvärv för ""hovet"". / 5. Annandag påsk lämnade årets första konfirmander Mattéuskyrkan, mottagna av ett kyligt väder, men desto varmare lyckönskningar av släkt och vänner, vilka tydligen gått man ur huse."	sv	http://www.wikidata.org/entity/Q1754	360	369
Två flickor leker vid en stenskulptur föreställande en häst, Kunming, 1962. Bildtext: Gatuscener, Kunming. Bilden finns publicerad i Jan Myrdal och Gun Kessle, Kinesisk resa, Norstedts, 1965, s. 127.	sv	http://www.wikidata.org/entity/Q61509	169	173
Nio pojkar ser in igenom ett skyltfönster där det finns leksaksbilar att titta på. Fyra andra pojkar samlas runt kameran och tittar in i linsen, Kunming, 1962. Liknande bild finns publicerad i an Myrdal och Gun Kessle, Kinesisk Resa, P. A. Norstedt & Söners Förlag, Stockholm, 1966, sid 129.	sv	http://www.wikidata.org/entity/Q1754	266	275
Enligt text på fotokuvert: Qiyefu. Trädgård med en damm. I bakgrunden ett galleri och en större byggnad.	sv	http://www.wikidata.org/entity/Q1107656	35	43
Skulptur gestaltande sittande Buddha flankerad av ytterligare två statyer med sittande munkar.	sv	http://www.wikidata.org/entity/Q7055	30	36
En västerländsk kvinna poserar framför kameran i en kinesisk trädgård.	sv	http://www.wikidata.org/entity/Q1107656	61	69
Stenaltare med en trappa på varje sida i en träddunge.	sv	http://www.wikidata.org/entity/Q12511	18	24
Enligt text under Pl. 28 Kinas trädgårdar Vol. I: Klipparti med hålvägar och portar, uppbyggda av horisontalblock, i Zhang Jingweis (Chang Ching-wei) forna trädgård i Peking.	sv	http://www.wikidata.org/entity/Q1107656	156	164
Kvinna bär ok med fyllda korgar uppför en sluttande väg i Liulin 1962. Bildext: Kvinna bär meloner (eg. pumpor) i två korgar på bärstång uppför en sluttande väg. Bilden finns publicerad i Jan Myrdal och Gun Kessle, Kinesisk resa, Norstedts, 1983, s.116. Även publicerad i Gun Kessle, Kvinnoliv i kinesisk by, Norstedts, 1983, s. 66.	sv	http://www.wikidata.org/entity/Q467	0	6
Flygbild av främlingsstaden Shameen, Kanton, Kina. Bilden meddelad av CNAC	sv	http://www.wikidata.org/entity/Q148	45	49
